day_idx,hour,hour_idx,t_step,split,S,month,time,DP,RP,NODE,ZONEID,price_timestamp,price_date,solar_timestamp_raw,solar_timestamp_local,solar_date_local,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228,VAR169_deaccum,VAR175_deaccum,VAR178_deaccum,VAR228_deaccum
0,19,10,10,train,0.0850641025641026,4,10.0,42.87,32.36,AECI.APM_1.AZ,1,2023-01-01 19:00:00,2023-01-01,2012-04-02 07:00:00,2012-04-02 19:00:00,2012-04-02,0.000997543335,0.001720666885,94518.3125,54.09742737,0.8793945312,1.739650726,-1.394080162,293.2600098,10595086.0,9135014.0,13366795.0,0.0002978444099,727823.0,1171936.0,946913.0,1.0132789000000036e-06
0,20,11,11,train,0.011474358974359,4,11.0,38.93,26.75,AECI.APM_1.AZ,1,2023-01-01 20:00:00,2023-01-01,2012-04-02 08:00:00,2012-04-02 20:00:00,2012-04-02,0.0,0.002081394196,94576.5625,61.20509338,0.5482788086,1.671025276,-1.218840599,290.3742676,10750752.0,10299647.0,13615586.0,0.0002978444099,155666.0,1164633.0,248791.0,0.0
1,9,0,12,train,0.015,4,0.0,35.41,26.99,AECI.APM_1.AZ,1,2023-01-02 09:00:00,2023-01-02,2012-04-02 21:00:00,2012-04-03 09:00:00,2012-04-03,0.0001106262207,0.006618499756,94569.375,91.51298523,0.9764099121,0.6872501373,-0.3741178513,283.8041992,10824472.0,24203136.0,13735021.0,0.0002978444099,73720.0,1100064.0,119672.0,0.0
1,10,1,13,train,0.0862820512820513,4,1.0,34.68,50.16,AECI.APM_1.AZ,1,2023-01-02 10:00:00,2023-01-02,2012-04-02 22:00:00,2012-04-03 10:00:00,2012-04-03,0.01477813721,0.05627059937,94632.75,81.69508362,0.9378560781,1.19635582,-0.1481618881,287.2216797,11465663.0,25354416.0,14551763.0,0.0003997087479,641191.0,1151280.0,816742.0,0.00010186433799999996
1,11,2,14,train,0.31525641025641,4,2.0,35.61,34.82,AECI.APM_1.AZ,1,2023-01-02 11:00:00,2023-01-02,2012-04-02 23:00:00,2012-04-03 11:00:00,2012-04-03,0.08857727051,0.06956863403,94631.3125,75.52931213,0.8150024414,0.5783824921,-0.1879615784,289.5822754,12522010.0,26575920.0,15940854.0,0.0005819797516,1056347.0,1221504.0,1389091.0,0.00018227100369999996
1,12,3,15,train,0.514551282051282,4,3.0,36.68,38.06,AECI.APM_1.AZ,1,2023-01-02 12:00:00,2023-01-02,2012-04-03 00:00:00,2012-04-03 12:00:00,2012-04-03,0.006484985352,0.003723144531,94624.625,73.05194092,0.2056884766,0.02525043488,-0.7829008102,290.2851562,13329835.0,27858400.0,17214256.0,0.0009173154831,807825.0,1282480.0,1273402.0,0.0003353357315000001
1,13,4,16,train,0.734615384615385,4,4.0,35.32,32.34,AECI.APM_1.AZ,1,2023-01-02 13:00:00,2023-01-02,2012-04-03 01:00:00,2012-04-03 13:00:00,2012-04-03,0.09091949463,0.004615783691,94711.4375,63.74136353,0.4101257324,0.3044815063,-0.3243551254,292.1264648,1118809.0,1332577.0,1658497.0,0.0,1118809.0,1332577.0,1658497.0,0.0
1,14,5,17,train,0.67525641025641,4,5.0,33.54,31.42,AECI.APM_1.AZ,1,2023-01-02 14:00:00,2023-01-02,2012-04-03 02:00:00,2012-04-03 14:00:00,2012-04-03,0.01854324341,0.0005512237549,94638.3125,61.38720703,0.02938842773,0.2832384109,-0.7773761749,293.6296387,3021041.0,2685035.0,4038991.0,0.0,1902232.0,1352458.0,2380494.0,0.0
1,15,6,18,train,0.618910256410256,4,6.0,31.91,28.74,AECI.APM_1.AZ,1,2023-01-02 15:00:00,2023-01-02,2012-04-03 03:00:00,2012-04-03 15:00:00,2012-04-03,0.003379821777,1.621246338e-05,94553.0,56.48693848,0.02017211914,0.4742002487,-1.141389847,295.2561035,5588718.0,3972796.0,6925150.0,0.0,2567677.0,1287761.0,2886159.0,0.0
1,16,7,19,train,0.514166666666667,4,7.0,34.35,30.91,AECI.APM_1.AZ,1,2023-01-02 16:00:00,2023-01-02,2012-04-03 04:00:00,2012-04-03 16:00:00,2012-04-03,0.009621273726,0.0009756088257,94501.0,53.47450256,0.6305847168,0.8323736191,-1.779151917,296.4643555,8162994.0,5226301.0,9815745.0,0.0,2574276.0,1253505.0,2890595.0,0.0
1,17,8,20,train,0.436474358974359,4,8.0,39.44,31.58,AECI.APM_1.AZ,1,2023-01-02 17:00:00,2023-01-02,2012-04-03 05:00:00,2012-04-03 17:00:00,2012-04-03,0.01965494826,0.0003213882446,94455.25,52.38008118,0.1203084588,1.060285568,-2.266139984,296.8830566,10134921.0,6522121.0,12109335.0,0.0,1971927.0,1295820.0,2293590.0,0.0
1,18,9,21,train,0.248397435897436,4,9.0,38.66,32.68,AECI.APM_1.AZ,1,2023-01-02 18:00:00,2023-01-02,2012-04-03 06:00:00,2012-04-03 18:00:00,2012-04-03,0.01155090332,0.0002403259277,94454.5,52.41990662,0.07710576057,1.375250816,-2.521197319,296.7573242,11555278.0,7798890.0,13835160.0,0.0,1420357.0,1276769.0,1725825.0,0.0
1,19,10,22,train,0.0720512820512821,4,10.0,38.12,32.41,AECI.APM_1.AZ,1,2023-01-02 19:00:00,2023-01-02,2012-04-03 07:00:00,2012-04-03 19:00:00,2012-04-03,0.004472732544,0.002069914946,94458.5,57.11088562,0.541369915,0.8535642624,-1.814124107,295.5336914,12305393.0,9053460.0,14810886.0,0.0,750115.0,1254570.0,975726.0,0.0
1,20,11,23,train,0.0126282051282051,4,11.0,35.16,29.56,AECI.APM_1.AZ,1,2023-01-02 20:00:00,2023-01-02,2012-04-03 08:00:00,2012-04-03 20:00:00,2012-04-03,0.001289367676,0.001699447632,94496.8125,64.27653503,0.5064768791,1.117510796,-1.871747017,291.8818359,12448384.0,10252641.0,15051687.0,0.0,142991.0,1199181.0,240801.0,0.0
2,9,0,24,train,0.0167307692307692,4,0.0,33.59,34.69,AECI.APM_1.AZ,1,2023-01-03 09:00:00,2023-01-03,2012-04-03 21:00:00,2012-04-04 09:00:00,2012-04-04,0.01438140869,0.0001096725464,94693.25,86.52755737,0.5400390625,-0.9566450119,1.390478134,286.3483887,12510148.0,25466400.0,15171511.0,0.0,61764.0,1160400.0,119848.0,0.0
2,10,1,25,train,0.213653846153846,4,1.0,32.81,33.19,AECI.APM_1.AZ,1,2023-01-03 10:00:00,2023-01-03,2012-04-03 22:00:00,2012-04-04 10:00:00,2012-04-04,0.01579856873,0.0001382231712,94739.5,79.65402222,0.2098388672,-1.25841713,1.512768745,289.4865723,13165760.0,26712832.0,16025715.0,0.0,655612.0,1246432.0,854204.0,0.0
2,11,2,26,train,0.565384615384615,4,2.0,33.79,30.38,AECI.APM_1.AZ,1,2023-01-03 11:00:00,2023-01-03,2012-04-03 23:00:00,2012-04-04 11:00:00,2012-04-04,0.01744651794,0.0001667588949,94767.4375,73.37730408,0.310333252,-1.547785759,0.8185663223,292.1496582,14499199.0,28007376.0,17633008.0,0.0,1333439.0,1294544.0,1607293.0,0.0
2,12,3,27,train,0.708782051282051,4,3.0,32.41,29.42,AECI.APM_1.AZ,1,2023-01-03 12:00:00,2023-01-03,2012-04-04 00:00:00,2012-04-04 12:00:00,2012-04-04,0.01597213745,0.00016066432,94768.5625,68.80641174,0.306854248,-1.731227875,-0.1650648117,294.003418,16330205.0,29318912.0,19807040.0,0.0,1831006.0,1311536.0,2174032.0,0.0
2,13,4,28,train,0.754102564102564,4,4.0,32.67,34.87,AECI.APM_1.AZ,1,2023-01-03 13:00:00,2023-01-03,2012-04-04 01:00:00,2012-04-04 13:00:00,2012-04-04,0.01285171509,6.103515625e-05,94739.5625,68.20748901,0.5058288574,-2.060939789,-0.9422903061,294.9448242,2308175.0,1309768.0,2664195.0,0.0,2308175.0,1309768.0,2664195.0,0.0
2,14,5,29,train,0.745897435897436,4,5.0,32.19,34.72,AECI.APM_1.AZ,1,2023-01-03 14:00:00,2023-01-03,2012-04-04 02:00:00,2012-04-04 14:00:00,2012-04-04,0.05397033691,7.736682892e-05,94668.75,63.23384094,0.6587219238,-1.492095947,-2.201024055,296.2089844,4946814.0,2672182.0,5671125.0,0.0,2638639.0,1362414.0,3006930.0,0.0
2,15,6,30,train,0.68275641025641,4,6.0,33.26,29.43,AECI.APM_1.AZ,1,2023-01-03 15:00:00,2023-01-03,2012-04-04 03:00:00,2012-04-04 15:00:00,2012-04-04,0.1061401367,2.217292786e-05,94615.5625,59.04519653,0.6382141113,-0.4177360535,-2.744015694,296.8547363,7433769.0,3984776.0,8571479.0,0.0001712441444,2486955.0,1312594.0,2900354.0,0.0001712441444
2,16,7,31,train,0.521025641025641,4,7.0,34.74,32.47,AECI.APM_1.AZ,1,2023-01-03 16:00:00,2023-01-03,2012-04-04 04:00:00,2012-04-04 16:00:00,2012-04-04,0.06832122803,0.0,94575.9375,57.8502655,0.4957580566,-0.1192302704,-2.499527931,296.7788086,9084950.0,5369636.0,10725426.0,0.0001911818981,1651181.0,1384860.0,2153947.0,1.9937753700000017e-05
2,17,8,32,train,0.338461538461538,4,8.0,40.25,57.21,AECI.APM_1.AZ,1,2023-01-03 17:00:00,2023-01-03,2012-04-04 05:00:00,2012-04-04 17:00:00,2012-04-04,0.07792663574,0.0,94571.0625,57.43788147,0.5088195801,-0.3311214447,-2.033520699,296.875,10634623.0,6759034.0,12707700.0,0.0002281665802,1549673.0,1389398.0,1982274.0,3.698468209999999e-05
2,18,9,33,train,0.209935897435897,4,9.0,39.63,43.52,AECI.APM_1.AZ,1,2023-01-03 18:00:00,2023-01-03,2012-04-04 06:00:00,2012-04-04 18:00:00,2012-04-04,0.08753204346,0.0,94606.25,60.91053772,0.534576416,-1.089712143,-1.715860367,296.3208008,11646415.0,8143868.0,14113037.0,0.0003026127815,1011792.0,1384834.0,1405337.0,7.444620129999998e-05
2,19,10,34,train,0.0485897435897436,4,10.0,37.31,32.3,AECI.APM_1.AZ,1,2023-01-03 19:00:00,2023-01-03,2012-04-04 07:00:00,2012-04-04 19:00:00,2012-04-04,0.04370880127,0.0,94649.375,68.15542603,0.3437652588,-2.120662689,-1.250066757,295.2612305,12308510.0,9461472.0,15020551.0,0.0003145039082,662095.0,1317604.0,907514.0,1.1891126700000032e-05
2,20,11,35,train,0.0144230769230769,4,11.0,34.02,29.23,AECI.APM_1.AZ,1,2023-01-03 20:00:00,2023-01-03,2012-04-04 08:00:00,2012-04-04 20:00:00,2012-04-04,0.01956176758,0.0,94697.9375,74.81019592,0.1945495605,-2.506884575,-0.9520998001,293.0314941,12400987.0,10730896.0,15215387.0,0.0003169178963,92477.0,1269424.0,194836.0,2.4139880999999794e-06
3,9,0,36,train,0.0013461538461538,4,0.0,37.03,31.17,AECI.APM_1.AZ,1,2023-01-04 09:00:00,2023-01-04,2012-04-04 21:00:00,2012-04-05 09:00:00,2012-04-05,0.04897689819,0.0,94990.375,98.85044861,1.0,-1.112315178,1.445384979,287.4777832,12448686.0,26513440.0,15322925.0,0.0003425180912,47699.0,1326784.0,107602.0,1.1742114999999998e-05
3,10,1,37,train,0.0183974358974359,4,1.0,36.96,31.58,AECI.APM_1.AZ,1,2023-01-04 10:00:00,2023-01-04,2012-04-04 22:00:00,2012-04-05 10:00:00,2012-04-05,0.02564382553,0.0,95050.125,90.84634399,0.9400024414,-1.48052597,1.454460144,289.0192871,12860717.0,27858096.0,15986475.0,0.0003534853458,412031.0,1344656.0,663550.0,1.096725460000001e-05
3,11,2,38,train,0.0506410256410256,4,2.0,36.06,29.7,AECI.APM_1.AZ,1,2023-01-04 11:00:00,2023-01-04,2012-04-04 23:00:00,2012-04-05 11:00:00,2012-04-05,0.01304912567,0.0,95084.375,85.20581055,0.813079834,-1.542251587,0.8781166077,290.6987305,13796178.0,29237904.0,17289008.0,0.0003542006016,935461.0,1379808.0,1302533.0,7.152557999999792e-07
3,12,3,39,train,0.0658333333333333,4,3.0,35.08,26.34,AECI.APM_1.AZ,1,2023-01-04 12:00:00,2023-01-04,2012-04-05 00:00:00,2012-04-05 12:00:00,2012-04-05,0.001777648926,0.0,95082.625,80.23246765,0.4267730713,-1.356940269,0.3966903687,292.5996094,15503046.0,30572160.0,19363968.0,0.0003542006016,1706868.0,1334256.0,2074960.0,0.0
3,13,4,40,train,0.114807692307692,4,4.0,33.51,30.48,AECI.APM_1.AZ,1,2023-01-04 13:00:00,2023-01-04,2012-04-05 01:00:00,2012-04-05 13:00:00,2012-04-05,0.06086730957,0.0,95052.8125,70.63244629,0.8907165527,-1.270461082,-0.8428936005,294.7202148,2025142.0,1372377.0,2425359.0,0.0,2025142.0,1372377.0,2425359.0,0.0
3,14,5,41,train,0.143910256410256,4,5.0,32.63,29.49,AECI.APM_1.AZ,1,2023-01-04 14:00:00,2023-01-04,2012-04-05 02:00:00,2012-04-05 14:00:00,2012-04-05,0.1696472168,0.0,94967.5,64.94113159,0.9758911133,-0.3694009781,-1.674007416,296.1906738,4269565.0,2764506.0,5100118.0,0.0003416985273,2244423.0,1392129.0,2674759.0,0.0003416985273
3,15,6,42,train,0.291666666666667,4,6.0,31.82,28.41,AECI.APM_1.AZ,1,2023-01-04 15:00:00,2023-01-04,2012-04-05 03:00:00,2012-04-05 15:00:00,2012-04-05,0.09508514404,0.0,94903.125,63.52468872,0.6728515625,-0.4866371155,-1.19473362,296.0197754,5485018.0,4189675.0,6965334.0,0.0003482550383,1215453.0,1425169.0,1865216.0,6.556511000000028e-06
3,16,7,43,train,0.530576923076923,4,7.0,34.29,33.54,AECI.APM_1.AZ,1,2023-01-04 16:00:00,2023-01-04,2012-04-05 04:00:00,2012-04-05 16:00:00,2012-04-05,0.03286446631,0.0,94851.0,61.86503601,0.4148864746,-0.8427343369,-0.7159481049,296.4638672,6949583.0,5658755.0,8981037.0,0.000360429287,1464565.0,1469080.0,2015703.0,1.2174248699999988e-05
3,17,8,44,train,0.43474358974359,4,8.0,42.34,74.38,AECI.APM_1.AZ,1,2023-01-04 17:00:00,2023-01-04,2012-04-05 05:00:00,2012-04-05 17:00:00,2012-04-05,0.03581691533,0.0,94812.4375,59.62223816,0.2423706055,-0.9868030548,-0.6421585083,296.8039551,8464827.0,7067483.0,10928635.0,0.0003691017628,1515244.0,1408728.0,1947598.0,8.672475800000027e-06
3,18,9,45,train,0.194487179487179,4,9.0,43.31,35.32,AECI.APM_1.AZ,1,2023-01-04 18:00:00,2023-01-04,2012-04-05 06:00:00,2012-04-05 18:00:00,2012-04-05,0.0372467041,0.0,94827.5,58.77349854,0.3601074219,-1.225887299,-1.052643776,296.7077637,9605785.0,8397593.0,12408994.0,0.0003701150417,1140958.0,1330110.0,1480359.0,1.0132789000000036e-06
3,19,10,46,train,0.0571794871794872,4,10.0,39.78,34.29,AECI.APM_1.AZ,1,2023-01-04 19:00:00,2023-01-04,2012-04-05 07:00:00,2012-04-05 19:00:00,2012-04-05,0.02820205688,0.0,94863.1875,62.03182983,0.2989959717,-1.168458939,-1.2263937,295.8510742,10228506.0,9734846.0,13269791.0,0.0003696084023,622721.0,1337253.0,860797.0,0.0
3,20,11,47,train,0.0125641025641026,4,11.0,36.75,29.85,AECI.APM_1.AZ,1,2023-01-04 20:00:00,2023-01-04,2012-04-05 08:00:00,2012-04-05 20:00:00,2012-04-05,0.01261329651,0.0,94891.9375,67.90325928,0.186706543,-1.388213158,-1.463539124,293.0834961,10340440.0,11008640.0,13479773.0,0.0003696084023,111934.0,1273794.0,209982.0,0.0
4,9,0,48,train,0.0158974358974359,4,0.0,37.23,34.81,AECI.APM_1.AZ,1,2023-01-05 09:00:00,2023-01-05,2012-04-05 21:00:00,2012-04-06 09:00:00,2012-04-06,0.01151752472,0.0,95018.3125,95.60652161,0.2104492188,-0.7116146088,1.103033066,286.7290039,10404048.0,26622848.0,13596696.0,0.000387609005,63608.0,1176464.0,117112.0,3.1292439000000128e-06
4,10,1,49,train,0.196153846153846,4,1.0,36.51,34.91,AECI.APM_1.AZ,1,2023-01-05 10:00:00,2023-01-05,2012-04-05 22:00:00,2012-04-06 10:00:00,2012-04-06,0.003065109253,0.0,95030.8125,87.84429932,0.2364959717,-1.269030571,0.7351646423,288.8203125,11037752.0,27827408.0,14428177.0,0.000389367342,633704.0,1204560.0,831481.0,1.7583369999999874e-06
4,11,2,50,train,0.573717948717949,4,2.0,36.85,32.78,AECI.APM_1.AZ,1,2023-01-05 11:00:00,2023-01-05,2012-04-05 23:00:00,2012-04-06 11:00:00,2012-04-06,0.002170562744,0.0,95024.625,81.16828918,0.1340179443,-1.131651878,-0.1042375565,290.652832,12399394.0,29032432.0,16049015.0,0.0003900229931,1361642.0,1205024.0,1620838.0,6.556510999999919e-07
4,12,3,51,train,0.665961538461538,4,3.0,35.99,29.46,AECI.APM_1.AZ,1,2023-01-05 12:00:00,2023-01-05,2012-04-06 00:00:00,2012-04-06 12:00:00,2012-04-06,0.001787185669,0.0,94983.0,76.79664612,0.04141235352,-1.092358589,-0.6363477707,292.0478516,14217343.0,30260528.0,18201280.0,0.0003900229931,1817949.0,1228096.0,2152265.0,0.0
4,13,4,52,train,0.765705128205128,4,4.0,36.29,30.52,AECI.APM_1.AZ,1,2023-01-05 13:00:00,2023-01-05,2012-04-06 01:00:00,2012-04-06 13:00:00,2012-04-06,0.001884460449,0.0,94917.0625,72.10778809,0.03363037109,-0.5302028656,-1.497364998,294.0063477,2441478.0,1248743.0,2745807.0,0.0,2441478.0,1248743.0,2745807.0,0.0
4,14,5,53,train,0.685769230769231,4,5.0,35.62,34.13,AECI.APM_1.AZ,1,2023-01-05 14:00:00,2023-01-05,2012-04-06 02:00:00,2012-04-06 14:00:00,2012-04-06,0.01153373718,0.0,94830.9375,67.74797058,0.1178894043,0.3475942612,-2.276397705,295.4501953,5127000.0,2526694.0,5748876.0,0.0,2685522.0,1277951.0,3003069.0,0.0
4,15,6,54,train,0.592051282051282,4,6.0,36.1,33.02,AECI.APM_1.AZ,1,2023-01-05 15:00:00,2023-01-05,2012-04-06 03:00:00,2012-04-06 15:00:00,2012-04-06,0.1118583679,0.0003275871277,94739.6875,63.4178772,0.4527587891,1.775917053,-2.699770927,296.3278809,7519083.0,3871025.0,8532067.0,8.410960436e-05,2392083.0,1344331.0,2783191.0,8.410960436e-05
4,16,7,55,train,0.57025641025641,4,7.0,41.34,33.16,AECI.APM_1.AZ,1,2023-01-05 16:00:00,2023-01-05,2012-04-06 04:00:00,2012-04-06 16:00:00,2012-04-06,0.1035499573,0.005903244019,94672.875,61.13749695,1.0,2.369630814,-2.508481979,296.5,9196219.0,5239019.0,10673026.0,0.0001517534256,1677136.0,1367994.0,2140959.0,6.764382124000001e-05
4,17,8,56,train,0.401153846153846,4,8.0,53.92,54.21,AECI.APM_1.AZ,1,2023-01-05 17:00:00,2023-01-05,2012-04-06 05:00:00,2012-04-06 17:00:00,2012-04-06,0.07465362549,0.004585266113,94610.0,60.53059387,0.9873962402,2.191403389,-2.405546188,296.2231445,10236989.0,6583611.0,12173467.0,0.0001603662968,1040770.0,1344592.0,1500441.0,8.61287119999999e-06
4,18,9,57,train,0.211410256410256,4,9.0,53.62,35.46,AECI.APM_1.AZ,1,2023-01-05 18:00:00,2023-01-05,2012-04-06 06:00:00,2012-04-06 18:00:00,2012-04-06,0.04724611714,0.002923727036,94591.0625,59.35743713,0.9417250752,2.275777817,-2.539503098,296.4702148,11369093.0,7994292.0,13611242.0,0.0001943409443,1132104.0,1410681.0,1437775.0,3.39746475e-05
4,19,10,58,train,0.0738461538461539,4,10.0,49.02,42.04,AECI.APM_1.AZ,1,2023-01-05 19:00:00,2023-01-05,2012-04-06 07:00:00,2012-04-06 19:00:00,2012-04-06,0.03168024495,0.001905747224,94574.8125,63.44313049,0.8886374235,1.371965408,-1.80443573,295.2971191,11902540.0,9265841.0,14376432.0,0.0001953542233,533447.0,1271549.0,765190.0,1.0132790000000086e-06
4,20,11,59,train,0.0173717948717949,4,11.0,46.69,55.55,AECI.APM_1.AZ,1,2023-01-05 20:00:00,2023-01-05,2012-04-06 08:00:00,2012-04-06 20:00:00,2012-04-06,0.02482032776,0.002026360482,94605.8125,67.36553955,0.968626678,1.414550781,-1.694457054,293.520752,12010636.0,10564363.0,14564255.0,0.0001953840256,108096.0,1298522.0,187823.0,2.9802300000004653e-08
5,9,0,60,train,0.0125,4,0.0,56.28,54.64,AECI.APM_1.AZ,1,2023-01-06 09:00:00,2023-01-06,2012-04-06 21:00:00,2012-04-07 09:00:00,2012-04-07,0.0,0.0,94660.4375,58.24838257,0.0,2.334516525,-0.5856456757,284.9162598,12079911.0,25850032.0,14672443.0,0.0001957416534,69275.0,926000.0,108069.0,0.0
5,10,1,61,train,0.248333333333333,4,1.0,51.35,113.88,AECI.APM_1.AZ,1,2023-01-06 10:00:00,2023-01-06,2012-04-06 22:00:00,2012-04-07 10:00:00,2012-04-07,0.0,0.0,94743.25,58.80953979,0.0,2.046388626,-0.6347789764,286.7661133,12804577.0,26803616.0,15490690.0,0.0001957416534,724666.0,953584.0,818247.0,0.0
5,11,2,62,train,0.646666666666667,4,2.0,50.6,47.21,AECI.APM_1.AZ,1,2023-01-06 11:00:00,2023-01-06,2012-04-06 23:00:00,2012-04-07 11:00:00,2012-04-07,0.0,0.0,94793.5625,51.72666931,0.0,0.984120369,-0.4407193065,288.3752441,14299047.0,27777488.0,17081216.0,0.0001957416534,1494470.0,973872.0,1590526.0,0.0
5,12,3,63,train,0.78025641025641,4,3.0,47.71,42.1,AECI.APM_1.AZ,1,2023-01-06 12:00:00,2023-01-06,2012-04-07 00:00:00,2012-04-07 12:00:00,2012-04-07,0.0,0.0,94791.6875,47.13150024,0.0,0.3732385635,-0.8640291095,289.9277344,16455441.0,28778400.0,19324304.0,0.0001957416534,2156394.0,1000912.0,2243088.0,0.0
5,13,4,64,train,0.829423076923077,4,4.0,45.23,37.71,AECI.APM_1.AZ,1,2023-01-06 13:00:00,2023-01-06,2012-04-07 01:00:00,2012-04-07 13:00:00,2012-04-07,0.0,0.0,94757.5,46.74232483,0.0,2.197602272,-1.310305595,291.6594238,2629754.0,1034153.875,2720283.0,0.0,2629754.0,1034153.875,2720283.0,0.0
5,14,5,65,train,0.813589743589744,4,5.0,42.89,37.61,AECI.APM_1.AZ,1,2023-01-06 14:00:00,2023-01-06,2012-04-07 02:00:00,2012-04-07 14:00:00,2012-04-07,0.0,0.0,94714.0,41.56718445,0.0,2.084272385,-1.605901718,292.8220215,5511261.0,2088483.0,5700631.0,0.0,2881507.0,1054329.125,2980348.0,0.0
5,15,6,66,train,0.758076923076923,4,6.0,41.55,35.11,AECI.APM_1.AZ,1,2023-01-06 15:00:00,2023-01-06,2012-04-07 03:00:00,2012-04-07 15:00:00,2012-04-07,0.0,0.0,94672.4375,38.19422913,0.0,2.004965782,-1.804682732,293.5935059,8404949.0,3152879.0,8703912.0,0.0,2893688.0,1064396.0,3003281.0,0.0
5,16,7,67,train,0.641538461538462,4,7.0,44.7,45.65,AECI.APM_1.AZ,1,2023-01-06 16:00:00,2023-01-06,2012-04-07 04:00:00,2012-04-07 16:00:00,2012-04-07,0.0,0.0,94645.6875,36.87911987,0.0,1.831564903,-2.119558334,293.9663086,11066582.0,4221576.0,11491773.0,0.0,2661633.0,1068697.0,2787861.0,0.0
